id,texto,textos_originales,autores,pmids,n_autores,n_papers
aff_ef43751fd207a594,"Programa de Doctorado en Ciencias, Mención Neurociencia, Universidad de Valparaíso, Valparaíso 2340000, Chile; Instituto de Neurociencias y Centro Interdisciplinario de Neurociencia de Valparaíso, Facultad de Ciencias, Universidad de Valparaíso, Valparaíso 2340000, Chile.","[""Programa de Doctorado en Ciencias, Mención Neurociencia, Universidad de Valparaíso, Valparaíso 2340000, Chile; Instituto de Neurociencias y Centro Interdisciplinario de Neurociencia de Valparaíso, Facultad de Ciencias, Universidad de Valparaíso, Valparaíso 2340000, Chile.""]","[""Estay S""]","[""39855537""]",1,1
aff_ef4b740f111118b1,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Argentina; Universidad de Buenos Aires and CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), 2155 Paraguay St, Buenos Aires 1121, Argentina. Electronic address: gmurer@fmed.uba.ar.","[""Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Argentina; Universidad de Buenos Aires and CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), 2155 Paraguay St, Buenos Aires 1121, Argentina. Electronic address: gmurer@fmed.uba.ar.""]","[""Murer M""]","[""37683958""]",1,1
aff_ef8e2ea5ad727311,"Laboratorio de Fisiología de Circuitos Neuronales, Departamento de Fisiología, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Universidad de Buenos Aires - CONICET, Paraguay 2155 - 7th floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: ceciliamartinez256@gmail.com.","[""Laboratorio de Fisiología de Circuitos Neuronales, Departamento de Fisiología, Facultad de Medicina, Instituto de Fisiología y Biofísica \""Bernardo Houssay\"", Universidad de Buenos Aires - CONICET, Paraguay 2155 - 7th floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: ceciliamartinez256@gmail.com.""]","[""Martinez M""]","[""27130259""]",1,1
aff_efb0f5bfb027f5fc,"Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France.","[""Sorbonne Université, Institut Jean Le Rond d'Alembert, CNRS, Paris, France.""]","[""Ventre J""]","[""31521941""]",1,1
aff_efd3a4cbff7bff74,"Laboratory Service, Hospital Britanico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.","[""Laboratory Service, Hospital Britanico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.""]","[""Canzonieri R"", ""Muryan A"", ""Schiel A""]","[""26942026""]",3,1
aff_f02ac9398e504504,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Buenos Aires, Argentina.""]","[""Igaz L"", ""Vassallu F""]","[""40766632""]",2,1
aff_f04e5ef64ca0bd3c,"Instituto de Biología Celular y Neurociencias ""Prof. Eduardo de Robertis"", Facultad de Medicina - Universidad de Buenos Aires - CONICET, Paraguay 2155 - 3rd floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: pamelopes@gmail.com.","[""Instituto de Biología Celular y Neurociencias \""Prof. Eduardo de Robertis\"", Facultad de Medicina - Universidad de Buenos Aires - CONICET, Paraguay 2155 - 3rd floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: pamelopes@gmail.com.""]","[""Lopes da Cunha P""]","[""27130259""]",1,1
aff_f068b2531bc4c253,"Department of Neuroscience, Johns Hopkins School of Medicine, Baltimore, United States.","[""Department of Neuroscience, Johns Hopkins School of Medicine, Baltimore, United States.""]","[""Krakauer J""]","[""35225229""]",1,1
aff_f080ded293ce2aeb,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Damiano A"", ""Di Paola M"", ""Martinez N"", ""Medina Y"", ""Reppetti J"", ""Seyahian A"", ""Szpilbarg N""]","[""30425647""]",7,1
aff_f0e68021a8df59f9,"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina. Electronic address: jschachter@qb.ffyb.uba.ar.","[""Instituto de Química y Físico-Química Biológicas \""Prof. Alejandro C. Paladini\"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina. Electronic address: jschachter@qb.ffyb.uba.ar.""]","[""Schachter J""]","[""34216588""]",1,1
aff_f1035155a57362ca,"Clem Jones Centre for Ageing Dementia Research, Queensland Brain Institute, The University of Queensland, St Lucia, QLD, 4072, Australia.","[""Clem Jones Centre for Ageing Dementia Research, Queensland Brain Institute, The University of Queensland, St Lucia, QLD, 4072, Australia.""]","[""Bademosi A"", ""Brown-Wright H"", ""Chang M"", ""Chye Y"", ""Luan W"", ""Madrid San Martin L"", ""Venturato J"", ""Wu H""]","[""41423699""]",8,1
aff_f133df0c9a3248ec,"Instituto Cajal, Consejo Superior de Investigaciones Científicas (CSIC), Madrid, Spain; Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Instituto de Salud Carlos III, Madrid, Spain.","[""Instituto Cajal, Consejo Superior de Investigaciones Científicas (CSIC), Madrid, Spain; Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Instituto de Salud Carlos III, Madrid, Spain.""]","[""Garcia-Verdugo M"", ""Granado N"", ""Jercog P"", ""Mendieta L""]","[""39947439"", ""41183746""]",4,2
aff_f13a48fb3253ee4b,"Consejo Nacional de Investigaciones Científicas y Técnicas, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO Houssay), Laboratorio de Biomembranas, Universidad de Buenos Aires, Argentina.","[""Consejo Nacional de Investigaciones Científicas y Técnicas, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO Houssay), Laboratorio de Biomembranas, Universidad de Buenos Aires, Argentina.""]","[""Goldman R"", ""Ozu M""]","[""28486763""]",2,1
aff_f1a607a1a6c11477,"Instituto de Investigaciones en Ingeniería Genética y Biología Molecular, Consejo Nacional de Investigaciones Científicas y Técnicas, Vuelta de Obligado 2490, 1428, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: belentavella@gmail.com.","[""Instituto de Investigaciones en Ingeniería Genética y Biología Molecular, Consejo Nacional de Investigaciones Científicas y Técnicas, Vuelta de Obligado 2490, 1428, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: belentavella@gmail.com.""]","[""Tavella M""]","[""32311511""]",1,1
aff_f1c7233257fb031f,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.","[""Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.""]","[""Damiano A""]","[""39955250""]",1,1
aff_f1ddb25373081fda,"Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Paraguay, 2155, Buenos Aires, 1121, Argentina.","[""Departamento de Ciencias Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Paraguay, 2155, Buenos Aires, 1121, Argentina.""]","[""Katz M""]","[""40603573""]",1,1
aff_f1e02530988b347e,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina.""]","[""Accialini P"", ""Farina M"", ""Loureiro F""]","[""33126049""]",3,1
aff_f2199c8d0ab9cd8d,"Department of Biomedical Engineering, Johns Hopkins School of Medicine, Baltimore, USA.","[""Department of Biomedical Engineering, Johns Hopkins School of Medicine, Baltimore, USA.""]","[""Albert S"", ""Shadmehr R""]","[""32133494""]",2,1
aff_f28a6afaf1be9b2c,"Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile.","[""Centro de Neurobiología y Fisiopatología Integrativa (CENFI), Instituto de Fisiología, Universidad de Valparaíso, Valparaíso 2340000, Chile.""]","[""Garcia-Rojas F""]","[""39855537""]",1,1
aff_f298d85cf810daf1,"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina; Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina. Electronic address: csilber@fmed.uba.ar.","[""Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina; Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina. Electronic address: csilber@fmed.uba.ar.""]","[""Silberstein C""]","[""38086442""]",1,1
aff_f2f41d2c80be1556,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina.","[""Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina.""]","[""Belforte J"", ""Paz R"", ""Rela L"", ""Tubert C""]","[""41817828""]",4,1
aff_f2fcc23aa8135766,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina. Electronic address: gmurer@fmed.uba.ar.","[""Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina. Electronic address: gmurer@fmed.uba.ar.""]","[""Murer M""]","[""34048797""]",1,1
aff_f3777d5fae118269,"Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Fac. Farmacia y Bioquímica, Universidad de Buenos Aires/CONICETBuenos Aires, Argentina.","[""Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Fac. Farmacia y Bioquímica, Universidad de Buenos Aires/CONICETBuenos Aires, Argentina.""]","[""Boccia M"", ""Krawczyk M""]","[""28439227""]",2,1
aff_f39ddc6ac5eb1872,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina.","[""CONICET - Universidad de Buenos Aires, Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina.""]","[""Depino A""]","[""42404802""]",1,1
aff_f3b9c7f27bad1f62,"Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain.","[""Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain.""]","[""Alcala M"", ""Calderon-Dominguez M"", ""Ramos M"", ""Viana M""]","[""28986756""]",4,1
aff_f3c45d6d17776ed3,"Common Spirit, Phoenix, Arizona, USA.","[""Common Spirit, Phoenix, Arizona, USA.""]","[""Sabbagh M""]","[""42675027""]",1,1
aff_f3cb42547abaaf14,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina.","[""Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina.""]","[""Damiano A""]","[""27016779""]",1,1
aff_f3cffdb76c03a730,"Laboratorio de Neurociencias Integradas, Centro de Investigación Biomédica, Facultad de Medicina, Universidad Diego Portales. Ejército Libertador 141, CP 8370007 Santiago, Chile. Electronic address: juan.montiel@udp.cl.","[""Laboratorio de Neurociencias Integradas, Centro de Investigación Biomédica, Facultad de Medicina, Universidad Diego Portales. Ejército Libertador 141, CP 8370007 Santiago, Chile. Electronic address: juan.montiel@udp.cl.""]","[""Montiel J""]","[""42097396""]",1,1
aff_f3e1a8beedf35540,"Systems Neuroscience Group, Institute of Physiology and Biophysics, IFIBIO 'Houssay', CONICET and University of Buenos Aires School of Medicine, Buenos Aires, Argentina.","[""Systems Neuroscience Group, Institute of Physiology and Biophysics, IFIBIO 'Houssay', CONICET and University of Buenos Aires School of Medicine, Buenos Aires, Argentina.""]","[""Belforte J"", ""Braz B"", ""Galinanes G"", ""Murer M""]","[""25872916""]",4,1
aff_f3f619325302c00d,"Maestría en Ciencia y Tecnología Química, Unidad Académica de Ciencias Químicas, Universidad Autónoma de Zacatecas, Zacatecas 98160, Mexico.","[""Maestría en Ciencia y Tecnología Química, Unidad Académica de Ciencias Químicas, Universidad Autónoma de Zacatecas, Zacatecas 98160, Mexico.""]","[""Lazalde-Ramos B""]","[""42123443""]",1,1
aff_f41748f58b45f25d,"Neurobiología Experimental, Universidad de Entre Ríos, Gualeguaychú, Entre Ríos E2822EXB, Argentina.","[""Neurobiología Experimental, Universidad de Entre Ríos, Gualeguaychú, Entre Ríos E2822EXB, Argentina.""]","[""Taravini I""]","[""27568555""]",1,1
aff_f41f4680c2307ace,"ICIFI School of Science and Technology (ECyT), University of San Martin, Buenos Aires, Argentina.","[""ICIFI School of Science and Technology (ECyT), University of San Martin, Buenos Aires, Argentina.""]","[""Della-Maggiore V""]","[""41040166""]",1,1
aff_f48d6f1e1ca521ca,"Cátedra de Química General e Inorgánica, Departamento de Química Analítica y Fisicoquímica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Cátedra de Química General e Inorgánica, Departamento de Química Analítica y Fisicoquímica, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Repetto M""]","[""26568619""]",1,1
aff_f504af77a7dac60c,"Instituto de Patobiologia, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham, Argentina.","[""Instituto de Patobiologia, CICVyA, Instituto Nacional de Tecnología Agropecuaria, Hurlingham, Argentina.""]","[""Mercado E"", ""Vilte D""]","[""26030198""]",2,1
aff_f522d37519348218,"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Durango, Mexico.","[""Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Durango, Mexico.""]","[""Galaviz-Hernandez C"", ""Sosa-Macias M""]","[""28986756""]",2,1
aff_f560b50e5f968676,"Fundación Instituto Leloir, Instituto de Investigaciones Bioquímicas de Buenos Aires (IIBBA - CONICET), Buenos Aires, Argentina.","[""Fundación Instituto Leloir, Instituto de Investigaciones Bioquímicas de Buenos Aires (IIBBA - CONICET), Buenos Aires, Argentina.""]","[""Schinder A""]","[""27419661""]",1,1
aff_f5e4111a6396909f,"Instituto de Investigaciones Bioquímicas de Buenos Aires, CONICET, Patricias Argentinas 435, Buenos Aires, Argentina. pwappner@leloir.org.ar.","[""Instituto de Investigaciones Bioquímicas de Buenos Aires, CONICET, Patricias Argentinas 435, Buenos Aires, Argentina. pwappner@leloir.org.ar.""]","[""Wappner P""]","[""40595449""]",1,1
aff_f617c31b55166e1b,"Instituto de Física, Universidade Federal de Alagoas (UFAL), Maceió 57072-970, Brazil.","[""Instituto de Física, Universidade Federal de Alagoas (UFAL), Maceió 57072-970, Brazil.""]","[""Rosso O""]","[""39851628""]",1,1
aff_f6332e3086967dd9,"Instituto de Fisiología y Biofísica (IFIBIO UBA-CONICET), Facultad de Medicina, UBA, Paraguay 2155, C1121ABG CABA, Argentina.","[""Instituto de Fisiología y Biofísica (IFIBIO UBA-CONICET), Facultad de Medicina, UBA, Paraguay 2155, C1121ABG CABA, Argentina.""]","[""Blake M""]","[""27321160""]",1,1
aff_f6703c9a1576ad03,"Center for Mind/Brain Sciences, University of Trento, Rovereto, 38068, Trento, Italy.","[""Center for Mind/Brain Sciences, University of Trento, Rovereto, 38068, Trento, Italy.""]","[""Jovicich J""]","[""32900965""]",1,1
