PMID,Author,Affiliation
28432141,Rela L,"Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires, The National Scientific and Technical Research Council, Buenos Aires C1121ABG, Argentina, and."
28432141,Gelb B,"Mindich Child Health and Development Institute, Departments of Pediatrics and Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, New York 10029."
28432141,Pagani M,"Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires, The National Scientific and Technical Research Council, Buenos Aires C1121ABG, Argentina, and pagani@fmed.uba.ar calciumsignl@gmail.com."
28258575,Martinez N,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28258575,Damiano A,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. adamiano@ffyb.uba.ar."
28258575,Damiano A,"Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Junín 956 1er piso, CP 1113, Buenos Aires, Argentina. adamiano@ffyb.uba.ar."
28213811,Blake M,"Facultad de Medicina UBA, CONICET. Paraguay, Instituto de Fisiología y Biofísica Bernardo Houssay, 7th Floor (C1121ABG), 2155, Buenos Aires, Argentina."
28213811,Boccia M,"Laboratorio de Neurofarmacología de la Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, UBA. Junín, 5th Floor (C1113AAD), 956, Buenos Aires, Argentina. mboccia@ffyb.uba.ar."
28193688,Martos Y,"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina."
28193688,Braz B,"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina."
28193688,Beccaria J,"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina."
28193688,Murer M,"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina."
28193688,Belforte J,"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina jbelforte@fmed.uba.ar."
28130648,Faillace M,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina."
28130648,Pisera-Fuster A,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina."
28130648,Medrano M,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina."
28130648,Bejarano A,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina."
28130648,Bernabeu R,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. rbernabeu@fmed.uba.ar."
28118493,Pisera-Fuster A,"Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28118493,Otero S,"Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28118493,Talevi A,"Departamento de Ciencias Biológicas, Facultad de Ciencias Exactas, Universidad Nacional de La Plata, La Plata, Argentina."
28118493,Bruno-Blanch L,"Departamento de Ciencias Biológicas, Facultad de Ciencias Exactas, Universidad Nacional de La Plata, La Plata, Argentina."
28118493,Bernabeu R,"Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Netti V,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Fernandez J,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Kalstein M,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Pizzoni A,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Di Giusto G,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Rivarola V,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Ford P,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28098409,Capurro C,"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
28069463,Navarro N,"Universidad de Buenos Aires, CONICET, Facultad de Medicina, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Paraguay, 2155, 7th floor, C1121ABG, Buenos Aires, Argentina."
28069463,Krawczyk M,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Cátedra de Farmacología, Junín, 956, 5th floor, C1113AAC, Buenos Aires, Argentina."
28069463,Boccia M,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Cátedra de Farmacología, Junín, 956, 5th floor, C1113AAC, Buenos Aires, Argentina."
28069463,Blake M,"Universidad de Buenos Aires, CONICET, Facultad de Medicina, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO), Paraguay, 2155, 7th floor, C1121ABG, Buenos Aires, Argentina. Electronic address: blakion@gmail.com."
28066234,Alfieri J,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET Buenos Aires, Argentina."
28066234,Silva P,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET Buenos Aires, Argentina."
28066234,Igaz L,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET Buenos Aires, Argentina."
28057514,Seyahian E,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Oltra G,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Ochoa F,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Melendi S,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Hermes R,"Hospital de Agudos Juan A. Fernandez, Laboratorio Central, Argentina."
28057514,Paton J,"University of Adelaide, Department of Molecular and Cellular Biology, Research Centre for Infectious Diseases, Australia."
28057514,Paton A,"University of Adelaide, Department of Molecular and Cellular Biology, Research Centre for Infectious Diseases, Australia."
28057514,Lago N,"Universidad de Buenos Aires, Facultad de Medicina, Laboratorio de Patología Experimental y Aplicada, Argentina."
28057514,Castro Parodi M,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Damiano A,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Ibarra C,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina."
28057514,Zotta E,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Cátedra de Fisiopatología, Buenos Aires, Argentina. Electronic address: ezotta@fmed.uba.ar."
28042026,Pinto A,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, Argentina."
28042026,Cangelosi A,"Centro Nacional de Control de Calidad de Biológicos (CNCCB), ANLIS ""Dr. Carlos G. Malbrán"", Buenos Aires, Argentina."
28042026,Geoghegan P,"Centro Nacional de Control de Calidad de Biológicos (CNCCB), ANLIS ""Dr. Carlos G. Malbrán"", Buenos Aires, Argentina."
28042026,Goldstein J,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, Argentina. Electronic address: jogol@fmed.uba.ar."
26842625,Trimarchi H,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina. htrimarchi@hotmail.com."
26842625,Trimarchi H,"Servicio de Nefrología, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina. htrimarchi@hotmail.com."
26842625,Canzonieri R,"Biochemistry Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Schiel A,"Biochemistry Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Politei J,"Neurology Department, Fundación para el Estudio de las Enfermedades Metabólicas FESEN, Buenos Aires, Argentina."
26842625,Stern A,"Biochemistry Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Andrews J,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Paulero M,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Rengel T,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Araoz A,"IFIBIO Houssay, UBA CONICET Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
26842625,Forrester M,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Lombi F,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Pomeranz V,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Iriarte R,"Nephrology, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Young P,"Internal Medicine, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Muryan A,"Biochemistry Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
26842625,Zotta E,"IFIBIO Houssay, UBA CONICET Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina."
27733175,Trimarchi H,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina. htrimarchi@hotmail.com."
27733175,Canzonieri R,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
27733175,Schiel A,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
27733175,Costales-Collaguazo C,"IFIBIO Houssay, CONICET, Physiopathology, Pharmacy and Biochemistry Faculty, Universidad de Buenos Aires, Buenos Aires, Argentina."
27733175,Politei J,"Neurology Department, Laboratorio Neuroquímica Dr. Néstor Chamoles, Buenos Aires, Argentina."
27733175,Stern A,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
27733175,Paulero M,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Rengel T,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Andrews J,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Forrester M,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Lombi M,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Pomeranz V,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Iriarte R,"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280, Buenos Aires, Argentina."
27733175,Muryan A,"Central Laboratory, Hospital Británico de Buenos Aires, Buenos Aires, Argentina."
27733175,Zotta E,"IFIBIO Houssay, CONICET, Physiopathology, Pharmacy and Biochemistry Faculty, Universidad de Buenos Aires, Buenos Aires, Argentina."
27733175,Sanchez-Nino M,"IIS-Fundacion Jimenez Diaz, School of Medicine, UAM, Avda Reyes Catolicos 2, 28040, Madrid, Spain. mdsanchez@fjd.es."
27733175,Sanchez-Nino M,"REDINREN, Madrid, Spain. mdsanchez@fjd.es."
27733175,Ortiz A,"IIS-Fundacion Jimenez Diaz, School of Medicine, UAM, Avda Reyes Catolicos 2, 28040, Madrid, Spain."
27733175,Ortiz A,"REDINREN, Madrid, Spain."
27695468,Vitali V,"Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Instituto de Biodiversidad y Biología Experimental y Aplicada, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y Técnicas Buenos Aires, Argentina."
27695468,Sutka M,"Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Instituto de Biodiversidad y Biología Experimental y Aplicada, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y Técnicas Buenos Aires, Argentina."
27695468,Amodeo G,"Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Instituto de Biodiversidad y Biología Experimental y Aplicada, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y Técnicas Buenos Aires, Argentina."
27695468,Chara O,"System Biology Group (SysBio), Institute of Physics of Liquids and Biological Systems (IFLYSIB) CONICET, University of La PlataLa Plata, Argentina; Center for Information Services and High Performance Computing, Technische Universität DresdenDresden, Germany."
27695468,Ozu M,"Departamento de Biodiversidad y Biología Experimental, Facultad de Ciencias Exactas y Naturales, Instituto de Biodiversidad y Biología Experimental y Aplicada, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y TécnicasBuenos Aires, Argentina; Departamento de Fisiología y Biofísica, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y TécnicasBuenos Aires, Argentina."
