Affiliation,N_records,N_papers,N_authors
"Division of Medical Biology, Department of Pathology and Medical Biology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands. Electronic address: f.spaans@umcg.nl.",1,1,1
"Division of Intramural Research National Center for Complementary and Integrative Health, 35 Convent Drive, Building 35A / Room 1E-410, Bethesda, MD 20892, USA; National Institute on Drug Abuse, National Institutes of Health, 35 Convent Drive, Building 35A / Room 1E-410, Bethesda, MD 20892, USA.",1,1,1
"ICIFI School of Science and Technology (ECyT), University of San Martín, Buenos Aires, Argentina.",3,1,3
"Division of Developmental Neuroscience, Columbia University and the NYSPI, Sackler Institute for Developmental Psychobiology, New York City, New York, USA.",1,1,1
"Division of Clinical Neuroscience, Chiba University Center for Forensic Mental Health, Chiba, Japan.",2,1,2
"Departments of Neurosurgery, Yale University School of Medicine, New Haven, Connecticut.",3,1,3
"Departmento de Fisiología e Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Universidad de Buenos Aires, Paraguay 2155, Buenos Aires C1121ABG, Argentina. Electronic address: rbernabeu@fmed.uba.ar.",1,1,1
"Departmento de Fisiología e Instituto de Fisiología y Biofísica (IFIBIO-Houssay), Universidad de Buenos Aires, Paraguay 2155, Buenos Aires C1121ABG, Argentina. Electronic address: pfaillace@qb.ffyb.uba.ar.",1,1,1
"Department of Zoology, University of Cambridge, Cambridge, United Kingdom.",3,1,3
"Department of Research and Innovation, Kozaca SA, Av. Pellegrini 2618, S2000QDR Rosario, Santa Fe, Argentina.",1,1,1
"Department of Psychology, University of Cambridge, Cambridge, United Kingdom.",1,1,1
"Division of Intramural Research National Center for Complementary and Integrative Health, 35 Convent Drive, Building 35A / Room 1E-410, Bethesda, MD 20892, USA.",1,1,1
"Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina.",2,1,2
"Facultad de Farmacia y Bioquímica, Instituto de Investigaciones Farmacológicas (ININFA-UBA-CONICET), Universidad de Buenos Aires, Ciudad de Buenos Aires, Argentina.",3,1,3
"Facultad de Farmacia y Bioquímica, Departamento de Fisicomatemática, Universidad de Buenos Aires, Argentina.",4,1,4
"Facultad de Ciencias de la Salud, Universidad Continental, Av. Alfredo Mendiola 5210, Lima, Peru. Electronic address: laguilar@continental.edu.pe.",1,1,1
"Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Facultad de Ciencias Médicas, Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Laboratorio de Biomembranas, Buenos Aires, Argentina.",2,1,2
"Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires, Buenos Aires, Argentina. vnetti@conicet.gov.ar.",1,1,1
"Facultad de Ciencias Exactas y Naturales, Departamento de Física, Universidad de Buenos Aires, Argentina; CONICET- Universidad de Buenos Aires, IFIBA, Buenos Aires, Argentina.",4,1,4
"Douglas Mental Health University Institute and McGill University, Montreal, Quebec, Canada.",1,1,1
"Facultad de Ciencias Exactas y Naturales, Departamento de Biodiversidad y Biología Experimental, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Facultad de Ciencias Exactas y Naturales, Departamento de Biodiversidad y Biología Experimental, Laboratorio de Neuroetología de Insectos, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",2,1,2
"Facultad de Agronomía, Universidad de Buenos Aires-CONICET, Buenos Aires 1427, Argentina.",1,1,1
"Experimental Parkinsonism Lab, Institute of Pharmacology, School of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Experimental Parkinsonism Group, ININFA, CONICET, and University of Buenos Aires, Buenos Aires, Argentina 1121, and Experimental Neurobiology Laboratory, University of Entre Ríos, Concepción del Uruguay, Entre Ríos, Argentina 2820.",1,1,1
"Escuela de Tecnología Médica, Facultad de Medicina, Universidad de Valparaíso, Viña del Mar, Chile.",1,1,1
"Escuela de Ciencia y Tecnología (ECyT), Universidad Nacional de San Martin, San Martin, Buenos Aires, CP 1650, Argentina.",1,1,1
"Emory University School of Medicine, Emory Goizueta Brain Health Institute, Atlanta, Georgia, USA.",1,1,1
"ENyS (Estudios en Neurociencias y Sistemas Complejos), Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional Arturo Jauretche y Hospital El Cruce, Florencio Varela, Argentina.",7,1,7
"Facultad de Ciencias Exactas y Naturales, Departamento de Biología Molecular y Celular ""Dr. Héctor Maldonado"", Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina.",2,1,2
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. rbernabeu@fmed.uba.ar.",1,1,1
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina.",4,1,4
"Department of Physiology and Biophysics, Case Western Reserve University, Cleveland, OH, USA.",2,1,2
"Department of Physiology (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina. Electronic address: rbernabeu@fmed.uba.ar.",1,1,1
"Department of Physiology (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Department of Physiological Sciences, School of Medicine, Pontificia Universidad Javeriana, Bogotá, Colombia.",2,1,2
"Department of Physiological Sciences, CCB, Federal University of Santa Catarina, Florianópolis, Brazil.",1,1,1
"Department of Psychology, University of Cambridge, Cambridge CB2 3EB, UK.",4,1,4
"Department of Pharmacology and Toxicology, Faculty of Pharmacy in Hradec Kralove, Charles University, Hradec Králové, Czechia.",1,1,1
"Department of Pharmacology and Toxicology, Faculty of Pharmacy in Hradec Kralove, Charles University, Hradec Kralove, Czechia.",1,1,1
"Department of Pharmaceutical Sciences, College of Pharmacy, University of Arkansas for Medical Sciences, Little Rock, Arkansas, USA.",1,1,1
"Department of Pediatrics, University of California - San Francisco, San Francisco, California, USA.",1,1,1
"Department of Obstetrics and Gynecology, University of Washington, Seattle, Washington, United States of America.",6,1,6
"Department of Obstetrics and Gynecology, University of Washington, Seattle, Washington, USA.",1,1,1
"Department of Neurosurgery, Yale University School of Medicine, New Haven, Connecticut.",1,1,1
"Department of Neuroscience, Yale University School of Medicine, New Haven, Connecticut.",1,1,1
"Department of Pharmacology, Howard University College of Medicine, Washington, DC, USA.",1,1,1
"Department of Psychology, University of California, Santa Barbara, California.",1,1,1
"Department of Psychology and MRC/Wellcome Trust Behavioural and Clinical Neuroscience Institute, University of Cambridge, Cambridge, UK.",2,1,2
"Department of Psychiatry, University of California San Diego, 9500 Gilman Dr, La Jolla, San Diego, CA, 92093, USA.",1,1,1
Department of Psychiatry and.,1,1,1
"Department of Psychiatry and Neurochemistry, Institute of Neuroscience and Physiology, The Sahlgrenska Academy at the University of Gothenburg, Gothenburg, Sweden.",1,1,1
"Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, The David Geffen School of Medicine, University of California, Los Angeles, California, USA.",1,1,1
"Department of Psychiatry and Behavioral Neurobiology, University of Alabama at Birmingham, Birmingham, AL.",3,1,3
"Department of Physiology, University of Bern, Bühlplatz 5, 3012, Bern, Switzerland. thomas.nevian@unibe.ch.",1,1,1
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina. rbernabeu@fmed.uba.ar.",1,1,1
"Department of Physiology, University of Bern, Bern 3012, Switzerland.",5,1,5
"Department of Physiology, School of Medicine, IFIBIO Houssay, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Department of Physiology, Molecular and Cellular Biology ""Dr. Héctor Maldonado"", Faculty of Exact and Natural Sciences, University of Buenos Aires, IFIBYNE-CONICET, Buenos Aires, Argentina.",1,1,1
"Department of Physiology, Federal University of Juiz de Fora Minas Gerais, Brazil.",1,1,1
"Department of Physiology, Faculty of Pharmacy, Universidad de Sevilla, Seville, Spain.",1,1,1
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina. rbernabeu@fmed.uba.ar.",1,1,1
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina. mfaillace@fmed.uba.ar.",1,1,1
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Paraguay 2155 7th floor (C1121ABG), Ciudad Autónoma de Buenos Aires, Argentina.",2,1,2
"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina. Electronic address: mfaillace@fmed.uba.ar.",1,1,1
"Department of Physiology, University of Bern, Bühlplatz 5, 3012, Bern, Switzerland. fkasanetz@fmed.uba.ar.",1,1,1
"Grupo de Neurociencias de Sistemas, IFIBIO Houssay, Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires Buenos Aires, Argentina.",1,1,1
"Grupo de Neurociencias de Sistemas, IFIBIO Houssay - CONICET, Universidad de Buenos Aires, Paraguay 2155 piso 7, (1121), Buenos Aires, Argentina. fkasanetz@fmed.uba.ar.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO ""Houssay""), Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), C1121ABG Ciudad Autónoma de Buenos Aires, Argentina.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO ""Houssay""), Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina.",4,1,4
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas, Grupo de Neurociencia de Sistemas, Buenos Aires C1121ABG, Argentina.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ciudad de Buenos Aires, Argentina.",4,1,4
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Departamento de Ciencias Fisiológicas, Facultad de Medicina, CONICET-Universidad de Buenos Aires, Buenos Aires C1121, Argentina.",1,1,1
"Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina. irenetaravini@gmail.com.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: ramiroalsina@gmail.com.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: mili.trotta@gmail.com.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: estefania.bello@gmail.com.",1,1,1
"Grupo de Neurociencia de Sistemas, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Grupo de Neurociencia de Sistemas, Departamento de Fisiología, Facultad de Medicina, Instituto de Fisiología y Biofísica (IFIBIO), UBA, Ciudad de Buenos Aires, Argentina.",1,1,1
"Grupo de Neurociencia de Sistemas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina. jbelforte@fmed.uba.ar.",1,1,1
"Grupo de Neurociencia de Sistemas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina. estefania.bello@gmail.com.",1,1,1
"Grupo de Neurociencia de Sistemas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, 2155 Paraguay st, 7 floor, Ciudad Autónoma de Buenos Aires 1121, Argentina; Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET. 2155 Paraguay st, 7 Floor, Ciudad Autónoma de Buenos Aires 1121, Argentina. Electronic address: jbelforte@fmed.uba.ar.",1,1,1
"Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina; Departamento de Ciencias Fisiológicas, Facultad de Medicina. Universidad de Buenos Aires, Paraguay 2155, C1121ABG, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: vbumaschny@fmed.uba.ar.",1,1,1
"ICIFI School of Science and Technology (ECyT), University of San Martin, Buenos Aires, Argentina.",1,1,1
"IBCN UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Calle Paraguay 2155 3er piso (1121), Ciudad de Buenos Aires, Argentina. Electronic address: jramos@fmed.uba.ar.",1,1,1
"IBCN (CONICET), University of Buenos Aires School of Medicine, Buenos Aires, Argentina.",1,1,1
"Human Genetics Institute, Facultad De Medicina, Pontificia Universidad Javeriana , Bogotá, Colombia.",1,1,1
"Hospital de Pediatría J.P Garrahan, Departamento de Neuroimágenes, Buenos Aires, Argentina.",1,1,1
"Hospital de Agudos Juan A. Fernandez, Laboratorio Central, Argentina.",1,1,1
"Hospital Nacional Profesor Alejandro Posadas, Buenos Aires, Argentina.",3,1,3
"Hospital Nacional Prof. A Posadas, El Palomar, Buenos Aires, Argentina.",3,1,3
"Grupo de Neurociencias de Sistemas, IFIBIO Houssay, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires C1121ABG, Argentina.",1,1,1
"Hospital Nacional Prof. A Posadas, Argentina.",3,1,3
"Hospital Nacional Prof Dr Alejandro Posadas, Pte. Illia S/N y Marconi, El Palomar, Buenos Aires, Argentina.",1,1,1
"Hospital Materno-Infantil de la Caja Nacional de Salud, La Paz, Bolivia.",1,1,1
"Hospital J.M Ramos Mejía, Centro de Epilepsia, Buenos Aires, Argentina.",2,1,2
"Hospital Cesar Milstein - Laboratorio Central- Sección Química Clínica, Buenos Aires, Argentina.",1,1,1
"Gulbenkian Institute for Molecular Medicine (GIMM), Edifício Egas Moniz, Avenida Professor Egas Moniz, Lisbon, 1649-028, Portugal. joelpperri@medicina.ulisboa.pt.",1,1,1
"Grupo de Sistema Cardiovascular, Instituto de Ingeniería Biomédica (IIBM), Facultad de Ingeniería, Universidad de Buenos Aires, Buenos Aires C1063, Argentina.",2,1,2
"Grupo de Neurofisiología, Instituto Multidisciplinario de Biología Celular (IMBICE), Universidad Nacional La Plata (UNLP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CICPBA)), La Plata, Buenos Aires, Argentina; Department of Surgical Sciences, Functional Pharmacology and Neuroscience, University of Uppsala, Uppsala, Sweden.",1,1,1
"Grupo de Neurofisiología, Instituto Multidisciplinario de Biología Celular (IMBICE), Universidad Nacional La Plata (UNLP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CICPBA)), La Plata, Buenos Aires, Argentina.",1,1,1
"Hospital Nacional Prof. A Posadas, Buenos Aires, Argentina.",1,1,1
"Faculty of Medicine, Institute of Physiology and Biophysics Bernardo Houssay (IFIBIO)-CONICET, University of Buenos Aires, Buenos Aires, Argentina.",3,1,3
